timestamp,wind_cf,solar_cf
01/25/2024 20:00,0.47,0.0
01/25/2024 21:00,0.38,0.0
01/25/2024 22:00,0.52,0.0
01/25/2024 23:00,0.4,0.0
01/26/2024 00:00,0.33,0.0
01/26/2024 01:00,0.42,0.0
01/26/2024 02:00,0.45,0.0
01/26/2024 03:00,0.48,0.0
01/26/2024 04:00,0.38,0.0
01/26/2024 05:00,0.7,0.0
01/26/2024 06:00,0.37,0.0
01/26/2024 07:00,0.31,0.26
01/26/2024 08:00,0.35,0.5
01/26/2024 09:00,0.47,0.71
01/26/2024 10:00,0.38,0.87
01/26/2024 11:00,0.43,0.97
01/26/2024 12:00,0.23,1.0
01/26/2024 13:00,0.45,0.97
01/26/2024 14:00,0.41,0.87
01/26/2024 15:00,0.39,0.71
01/26/2024 16:00,0.45,0.5
01/26/2024 17:00,0.32,0.26
01/26/2024 18:00,0.48,0.0
01/26/2024 19:00,0.46,0.0
01/26/2024 20:00,0.39,0.0
01/26/2024 21:00,0.56,0.0
01/26/2024 22:00,0.51,0.0
01/26/2024 23:00,0.43,0.0
01/27/2024 00:00,0.57,0.0
01/27/2024 01:00,0.59,0.0
01/27/2024 02:00,0.44,0.0
01/27/2024 03:00,0.51,0.0
01/27/2024 04:00,0.27,0.0
01/27/2024 05:00,0.55,0.0
01/27/2024 06:00,0.44,0.0
01/27/2024 07:00,0.72,0.26
01/27/2024 08:00,0.63,0.5
01/27/2024 09:00,0.62,0.71
01/27/2024 10:00,0.38,0.87
01/27/2024 11:00,0.55,0.97
01/27/2024 12:00,0.37,1.0
01/27/2024 13:00,0.25,0.97
01/27/2024 14:00,0.26,0.87
01/27/2024 15:00,0.34,0.71
01/27/2024 16:00,0.53,0.5
01/27/2024 17:00,0.57,0.26
01/27/2024 18:00,0.46,0.0
01/27/2024 19:00,0.43,0.0
01/27/2024 20:00,0.52,0.0
01/27/2024 21:00,0.52,0.0
01/27/2024 22:00,0.29,0.0
01/27/2024 23:00,0.49,0.0
01/28/2024 00:00,0.34,0.0
01/28/2024 01:00,0.42,0.0
01/28/2024 02:00,0.45,0.0
01/28/2024 03:00,0.5,0.0
01/28/2024 04:00,0.36,0.0
01/28/2024 05:00,0.5,0.0
01/28/2024 06:00,0.54,0.0
01/28/2024 07:00,0.41,0.26
01/28/2024 08:00,0.4,0.5
01/28/2024 09:00,0.61,0.71
01/28/2024 10:00,0.38,0.87
01/28/2024 11:00,0.33,0.97
01/28/2024 12:00,0.46,1.0
01/28/2024 13:00,0.4,0.97
01/28/2024 14:00,0.5,0.87
01/28/2024 15:00,0.47,0.71
01/28/2024 16:00,0.58,0.5
01/28/2024 17:00,0.48,0.26
01/28/2024 18:00,0.46,0.0
01/28/2024 19:00,0.33,0.0
01/28/2024 20:00,0.48,0.0
01/28/2024 21:00,0.52,0.0
01/28/2024 22:00,0.42,0.0
01/28/2024 23:00,0.46,0.0
01/29/2024 00:00,0.51,0.0
01/29/2024 01:00,0.34,0.0
01/29/2024 02:00,0.26,0.0
01/29/2024 03:00,0.45,0.0
01/29/2024 04:00,0.46,0.0
01/29/2024 05:00,0.43,0.0
01/29/2024 06:00,0.58,0.0
01/29/2024 07:00,0.49,0.26
01/29/2024 08:00,0.54,0.5
01/29/2024 09:00,0.49,0.71
01/29/2024 10:00,0.49,0.87
01/29/2024 11:00,0.41,0.97
01/29/2024 12:00,0.38,1.0
01/29/2024 13:00,0.45,0.97
01/29/2024 14:00,0.46,0.87
01/29/2024 15:00,0.5,0.71
01/29/2024 16:00,0.5,0.5
01/29/2024 17:00,0.46,0.26
01/29/2024 18:00,0.35,0.0
01/29/2024 19:00,0.32,0.0
01/29/2024 20:00,0.43,0.0
01/29/2024 21:00,0.42,0.0
01/29/2024 22:00,0.46,0.0
01/29/2024 23:00,0.43,0.0
01/30/2024 00:00,0.48,0.0
01/30/2024 01:00,0.63,0.0
01/30/2024 02:00,0.71,0.0
01/30/2024 03:00,0.36,0.0
01/30/2024 04:00,0.36,0.0
01/30/2024 05:00,0.39,0.0
01/30/2024 06:00,0.43,0.0
01/30/2024 07:00,0.35,0.26
01/30/2024 08:00,0.37,0.5
01/30/2024 09:00,0.5,0.71
01/30/2024 10:00,0.33,0.87
01/30/2024 11:00,0.66,0.97
01/30/2024 12:00,0.45,1.0
01/30/2024 13:00,0.38,0.97
01/30/2024 14:00,0.33,0.87
01/30/2024 15:00,0.41,0.71
01/30/2024 16:00,0.58,0.5
01/30/2024 17:00,0.43,0.26
01/30/2024 18:00,0.29,0.0
01/30/2024 19:00,0.36,0.0
01/30/2024 20:00,0.51,0.0
01/30/2024 21:00,0.39,0.0
01/30/2024 22:00,0.4,0.0
01/30/2024 23:00,0.41,0.0
01/31/2024 00:00,0.53,0.0
01/31/2024 01:00,0.41,0.0
01/31/2024 02:00,0.41,0.0
01/31/2024 03:00,0.33,0.0
01/31/2024 04:00,0.47,0.0
01/31/2024 05:00,0.37,0.0
01/31/2024 06:00,0.34,0.0
01/31/2024 07:00,0.29,0.26
01/31/2024 08:00,0.3,0.5
01/31/2024 09:00,0.54,0.71
01/31/2024 10:00,0.21,0.87
01/31/2024 11:00,0.42,0.97
01/31/2024 12:00,0.52,1.0
01/31/2024 13:00,0.67,0.97
01/31/2024 14:00,0.34,0.87
